Origin,Activity ID,Vespa Category,Activity Name_en,Activity Name_cy,Month,Book,Activity Slides_en,Activity PDF_en,Activity Slides_cy,Activity PDF_cy,Welsh,Record ID
GCSE Mindset,25,Practice,The Practice Questionnaire,Yr Holiadur Ymarfer,December,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRuvuw-dxoEDwa5WnzBq8T4sx7UNsJJgLon3cupUbabgdqjXCSjzxWZbgtT_VdVWwoIlJ4Xpk39PQ3n/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a986ff;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/P1-Revision Questionnaire.pdf"" target=""_blank""><span style=""color:rgb(95, 73, 122)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a986ff;border:none"" />",,,,No,607adbce76f731001b3b2805
GCSE Mindset,21,Practice,Building Independent Learning,Adeiladu Dysgu Annibynnol,November,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRyvh9BKiwWux-G8JT1YyZ119eScIOrNSLB23eVk4WKTnkV7g4PSSoDcPr-HdDl7ws6G2hfQU-n_s9F/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a986ff;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/PRACTICE - Building Independent Learning.pdf"" target=""_blank""><span style=""color:rgb(95, 73, 122)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a986ff;border:none"" />",,,,No,607ad9ad067d36001b5fc030
ALevel Mindset,87,Systems,Eisenhower Matrix,Matrics Eisenhower,April,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRF5UhctTI8Se2ceDIcZkGkGLIvCRa4La1k6iogxTyyYJSmhw8sfJgGl9FsGBAZG-prYLOuo9DP031-/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe>
<hr style=""height:2px;background-color:#aad950;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/S7-Eisenhower Matrix.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607f3f1a99ff4b001b9b37e1
ALevel Mindset,86,Systems,Project Progress Chart,Siart Cynnydd Prosiect,April,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQ8Sk5zN2SN76WEZtjIjU3-47e-jfZrlXaNCA3JS2VFle0gMpA6k5tczCbBLPccyHHrKNCOPde6Hmrs/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe>
<hr style=""height:2px;background-color:#aad950;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/S6-Project Progress Chart.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607f3ef9c95d72001ecc1c15
ALevel Mindset,80,Systems,The Lead Domino,Y Domino Blaen,February,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTXrnwdccvR8R00WLsEXZi5v-AfeQGQRR9FqwoB3spPNxTA2mNj0YA-hAKxaL3zWweRQEREbp-R_Xak/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe>
<hr style=""height:2px;background-color:#aad950;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/S8-Lead Domino.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607f3d563b9a8f001d7a0032
ALevel Mindset,74,Systems,STQR,STQR,January,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSEllHP-JHa0NOrsg6FVGbYze_2rD0DWSD-PMCXfsNNJNqfoHWfXzXkIsHoxBYoNb4mBcscDpXfKJv4/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#aad950;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/S5-STQR.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607f3baa3b9a8f001d79fedf
ALevel Mindset,70,Systems,2-4-8 Rule,Rheol 2-4-8,December,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRylJ33spgsHP3Rfg18cQAQRg8YubZ70lf0_B1lyCNpSROfsIF9l3VXB3Au67CzmL2TZ8HFcdwMwmQ9/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe>
<hr style=""height:2px;background-color:#aad950;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/S4-2-4-8 Rule.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607f3a2999ff4b001b9b33e1
ALevel Mindset,65,Systems,Snack don't binge,Byrbryd nid Gloddesta,November,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSEIxTyDqp6bL5zsDGeaM1RVx-wm6fOBny5LRX2Djd4rc9RAkRRpRkRPisCI3CxGdg7UCjD8QDrYl51/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe>
<hr style=""height:2px;background-color:#aad950;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/S3-Snack,don't Binge.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607f37bf0f0db5001c4631ed
ALevel Mindset,59,Systems,The Breakfast Club,Y Clwb Brecwast,October,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/1jHSUnMxpyLeOpfulbBzRvY1MwEj3T-TtCy5osRBJXQc/embed?start=false&loop=false&delayms=60000"" width=""960"" height=""569"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#aad950;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/S2-T"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607f31572e418a0021b81db5
ALevel Mindset,58,Systems,The Energy Line,Y Llinell Egni,October,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRAi9ml-kJWDua8HTVBxRT_j8p8x11WynLtoEXIKCczlNrY_ekAKGVfMTKfwwb44pVGZD2G7PIVSBp1/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#aad950;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/S1-Energy Line.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607f302c0f0db5001c4629e7
ALevel Mindset,82,Vision,Mental Contrasting,Cyferbynnu Meddyliol,March,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQYoq2HBjsKIHRiDz-OYWejZYeTDlpHap80mEDJnOu7nC6WGCnMEgf4k4no3swXBP9-Pwz2CeZ_Inza/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/V7 - Mental Contrasting.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,"<iframe src=""https://slides.com/vespaslides/gwrthgyferbyniad-meddyliol/embed?token=H9vtLqRi;mouseWheel=true"" width=""576"" height=""420"" title=""Cyferbynnu Meddyliol"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/WelshPDFs/L3/V7-Cyferbynnu%20Meddyliol.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">LAWRLWYTHWCH PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,Yes,607f3e1b34c775001bf719b0
ALevel Mindset,77,Vision,Fake it,Ffugio,February,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vS2_ZypCen_mGaLxN3TxkeRFNLPMLOjpMo5pPPDLGoeA88BsKGsC6SU__tvWx2Djrkm8IDmbG-LuRqV/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/V8 - Fake It!.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,"<iframe src=""https://slides.com/vespaslides/ffugio/embed?token=A-glyskn;mouseWheel=true"" width=""576"" height=""420"" title=""Ffugio"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/WelshPDFs/L3/V8-Ffugio.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">LAWRLWYTHWCH PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,Yes,607f3d0f34c775001bf7184a
ALevel Mindset,73,Vision,SMART Goals,Nodau CAMPR,January,ALevel Mindset,"<iframe src=""https://vespa-academy.slides.com/vespaslides/6-gweledigaeth-nodau-smart/embed?token=RTGEEQ_N"" width=""576"" height=""420"" title=""VISION - SMART GOALS"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/V6 - SMART Goals.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,"<iframe src=""https://slides.com/vespaslides/nodau-smart/embed?token=zclfDKER;mouseWheel=true"" width=""576"" height=""420"" title=""Nodau CAMPR"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/WelshPDFs/L3/V6-Nodau%20CAMPUS.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">LAWRLWYTHWCH PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,Yes,607f3b563b9a8f001d79fea3
ALevel Mindset,72,Vision,Perfect Day,Diwrnod Perffaith,January,ALevel Mindset,"<iframe src=""https://vespa-academy.slides.com/vespaslides/5-gweledigaeth-y-diwrnod-perffaith/embed?token=Pfmu_pJD"" width=""576"" height=""420"" title=""5.VISION - Perfect Day"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/V5 - Perfect Day.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,"<iframe src=""https://slides.com/vespaslides/y-diwrnod-perffaith/embed?token=WZVRvR0x;mouseWheel=true"" width=""576"" height=""420"" title=""Y diwrnod perffaith"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/WelshPDFs/L3/V5-Y%20Diwrnod%20Perffaith.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">LAWRLWYTHWCH PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,Yes,607f3b19e913fa001c6aca83
ALevel Mindset,67,Vision,Fix your Dashboard,Trwsio eich Dangosfwrdd,December,ALevel Mindset,"<iframe src=""https://vespa-academy.slides.com/vespaslides/4-gweledigaeth-creu-dy-ddangosfwrdd/embed?token=f7Ikyzi6"" width=""576"" height=""420"" title=""VISION - Fix your dashboard"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/V4 - Fix your Dashboard.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,"<iframe src=""https://slides.com/vespaslides/creu-dy-ddangosfwrdd/embed?token=tRhIEOwz;mouseWheel-true"" width=""576"" height=""420"" title=""Trwsio eich Dangosfwrdd"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/WelshPDFs/L3/V4-Gwirio%20Eich%20Dangosfwrdd.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">LAWRLWYTHWCH PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,Yes,607f39df2e418a0021b825ba
ALevel Mindset,62,Vision,21st Birthday,Penblwydd 21ain,November,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRZaY8T5EZNTK0qXAyz1NXLheBPi_8ON5qvW8VxZPdMrih1CnDJvevjdk09slxAUbN5MIpVNCy5bGjH/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/V3 - 21st Birthday.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,"<iframe src=""https://slides.com/vespaslides/gweledigaeth-gwireddu-breuddwydion/embed?token=-qPS0XWk;mouseWheel=true"" width=""576"" height=""420"" title=""Penblwydd 21ain"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/WelshPDFs/L3/V3-Eich%20Pen-blwydd%20yn%2021.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">LAWRLWYTHWCH PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,Yes,607f34fe3b9a8f001d79f9b6
ALevel Mindset,53,Vision,Getting Dreams Done,Gwireddu breuddwydion,September,ALevel Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTMDlGbsml-Lioi8z4VltRL52mOtvGu9lnfvkQRaTk8VENI7yGISFkFrH5QFqISxtuhuqPf6raj5JSF/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/V2 - Getting Dreams Done.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,"<iframe src=""https://slides.com/vespaslides/gwireddu-breuddwydion/embed?token=xRk_0QNv;mouseWheel=true"" width=""576"" height=""420"" title="" Gwireddu breuddwydion"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/WelshPDFs/L3/V2-Cyflawni%20Breuddwydion.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">LAWRLWYTHWCH PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,Yes,607f2e4e0f0db5001c462847
ALevel Mindset,52,Vision,20 Questions,20 Cwestiwn,September,ALevel Mindset,"<iframe src=""https://vespa-academy.slides.com/vespaslides/20questions/embed?token=5lGzETPx"" width=""576"" height=""420"" title=""VISION - 20 Questions"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><span style=""color:rgb(227, 108, 9)""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/ALEVELMindsetPdfs/V1-20 Questions.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
	</span>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,"<iframe src=""https://slides.com/vespaslides/20-cwestiwn/embed?token=DmOZ-dZC;mouseWheel=true"" width=""576"" height=""420"" title=""20 cwestiwn"" allowfullscreen>
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES//WelshPDFs/L3/V1-Ugain%20Cwestiwn.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">LAWRLWYTHWCH PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,Yes,607f2e2f2b0bda001ccd23a6
GCSE Mindset,51,Effort,Pre-Making Decisions,Gwneud Penderfyniadau Ymlaen Llaw,May,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSrDBIebY_XN7LcbitkTrn0d2kNTWzKI5g_c5ZvfWyyXBel7dawOIgGA191hnIZuHCOX6bKWYyxSb6Y/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#a4c2f4;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/EFFORT - Pre-Making Decisions.pdf"" target=""_blank""><span style=""color:rgb(31, 73, 125)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#a4c2f4;border:none"" />",,,,No,607ae5e876f731001b3b31de
GCSE Mindset,50,Attitude,First Aid Kit,Pecyn Cymorth Cyntaf,May,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQb3Z9V34Ros4PCDyd-5R_xYA-q6rhKpDHkm35Ne_1mG-w1Jt98aRJjnLjqbcZPV5xY5FnY6TMxjG6q/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#ff769c;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/ATTITUDE - The First Aid Kit.pdf"" target=""_blank""><span style=""color:rgb(192, 80, 77)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#ff769c;border:none"" />",,,,No,607ae59a067d36001b5fcc19
GCSE Mindset,49,Attitude,"Benefit finding, aka The Rocky Road","Darganfod Budd, sef Y Ffordd Garegog",April,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vT8atD-VGIZDXp_c5kAHwb1kug18Uly-j6d3j80SjG9pHSE4X_vryo_TOfg__Or1LYCSV9xXtuNiRoj/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#ff769c;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/ATTITUDE - Benefit Finding.pdf"" target=""_blank""><span style=""color:rgb(192, 80, 77)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#ff769c;border:none"" />",,,,No,607ae4f2b9af42001b0d5fc2
GCSE Mindset,48,Systems,The Action Priority Matrix,Y Matrics Blaenoriaeth Gweithredu,September,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSbrUsO189IPU4cbZl1FxfgsXGb3gDgJK7Lrdz2MZCA-08bbG3r2pF9zy4iCuN2MBtPAt-Wf0-Ka-PW/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#aad950;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/SYSTEMS - Action Priority Matrix.pdf"" target=""_blank""><span style=""color:rgb(118, 146, 60)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#aad950;border:none"" />",,,,No,607ae4b9585f77001bc1b468
GCSE Mindset,47,Vision,Now vs Most,Nawr vs Mwyaf,April,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTDNs8i4Xw9kZhXUK3yKdnsZMxJIE58W2Y7HLDKpyxuVVaosCNjMoeJ261VJCdFZT3BiqVWnYXTnqYJ/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - Now vs Most.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607ae480f8ed44001c7b3cc5
VESPA Handbook,218,Practice,Environment Design (Part 2 - Digital Spaces),Dylunio Amgylchedd (Rhan 2 - Gofodau Digidol),December,VESPA Handbook,"<iframe src=""https://vespa-academy.slides.com/vespaslides/practice-environment-design-stuff/embed?token=rbNaHkSI"" width=""576"" height=""420"" title=""PRACTICE - Environment Design (Part 2)"" allowfullscreen>
</iframe>",,,,No,670d59509bd8580303830592
VESPA Handbook,217,Practice,Environment Design (Part 1 - Physical Spaces),Dylunio Amgylchedd (Rhan 1 - Gofodau Ffisegol),November,VESPA Handbook,"<iframe src=""https://vespa-academy.slides.com/vespaslides/practice-high-low-utility/embed?token=PlK8X8Kb"" width=""576"" height=""420"" title=""PRACTICE - Environment Design (Part 1- Physical Spaces)"" allowfullscreen>
</iframe>",,,,No,670d58f8d452ff030a61f6ce
GCSE Mindset,44,Vision,What's stopping you?,Beth sy'n eich rhwystro?,March,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSWgqVbW9qBWkOBrHBhApqCr6UQd_4yvGXriUg0BWmn-hyTOBd0tnHQkz4_QTHMUe6kfAq-l9QTJGXx/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#FFA500;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/VISION - What's Stopping You.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,607ae37c067d36001b5fca2d
VESPA Handbook,206,Practice,Sticky Timetables,Amserlenni Gludiog,March,VESPA Handbook,"<iframe src=""https://www.vespa.academy/assets/VESPAResources/VESPAHandbook/PRACTICE/stickytimetables/slides.html"" width=""576"" height=""420"" title=""PRACTICE - Sticky Timetables"" allowfullscreen>
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/VESPAHandbookPdfs/PRACTICE/PRACTICE%20-%20Sticky%20Timetables%28editable%29.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,66cb9078ae5c8a02d61650ad
VESPA Handbook,205,Practice,The Overnight Boost,Yr Hwb Dros Nos,June,VESPA Handbook,"<iframe src=""https://www.vespa.academy/assets/VESPAResources/VESPAHandbook/PRACTICE/overnightboost/slides.html"" width=""576"" height=""420"" title=""PRACTICE - The Overnight Boost"" allowfullscreen>
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/VESPAHandbookPdfs/PRACTICE/PRACTICE%20-%20The%20Overnight%20boost%28editable%29.pdff"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,66cb9078ae5c8a02d61650a6
VESPA Handbook,204,Practice,The Command Verb Table,Tabl Berfau Gorchymyn,October,VESPA Handbook,"<iframe src=""https://www.vespa.academy/assets/VESPAResources/VESPAHandbook/PRACTICE/commandverbtable/slides.html"" width=""576"" height=""420"" title=""PRACTICE - The Command Verb Table"" allowfullscreen>
</iframe>
<hr style=""height:2px;background-color:#FFA500;border:none"" />
<p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/VESPAHandbookPdfs/PRACTICE/PRACTICE%20-%20The%20Command%20Verb%20table%28editable%29.pdf"" target=""_blank""><span style=""color:rgb(227, 108, 9)"">DOWNLOAD PDF</span></a></strong>
</p>
<hr style=""height:2px;background-color:#FFA500;border:none"" />",,,,No,66cb9078ae5c8a02d616509f
GCSE Mindset,40,Attitude,The Problem solving cycle,Y Cylch Datrys Problemau,March,GCSE Mindset,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vS0pNQsbb5IWV5ZR7op-NblGMcW3RAc6rJ7hhbonS-s906_dgcZfs8sgIlXMZkZ2YTH9o9s4wyjFwja/embed?start=false&loop=true&delayms=30000"" width=""480"" height=""299"" allowfullscreen=""true"">
</iframe><hr style=""height:2px;background-color:#ff769c;border:none"" /><p style=""text-align:center""><strong><a href=""https://www.vespa.academy/assets/MVIMAGES/GCSEMindsetPDFS/ATTITUDE - Problem Solving Cycle.pdf"" target=""_blank""><span style=""color:rgb(149, 55, 52)"">DOWNLOAD PDF</span></a></strong>
</p><hr style=""height:2px;background-color:#ff769c;border:none"" />",,,,No,607ae2dd585f77001bc1b2c1
